review_text,rating,date,bank,source,sentiment_label_bert,sentiment_score_bert,sentiment_score_vader,sentiment_label_vader,sentiment_label,sentiment_score,identified_theme
Not Prefect Transfer To Other Bank The Mony Not Deliverd Imidetliy Take Three Or Five Days,1,2025-08-27,CBE,Google Play,NEGATIVE,-0.006176948547363281,0.0,NEUTRAL,NEGATIVE,-0.006176948547363281,Transaction Performance
good app,5,2025-08-27,CBE,Google Play,POSITIVE,0.9998493194580078,0.4404,POSITIVE,POSITIVE,0.9998493194580078,General Feedback
let us know before you shut down the app,4,2025-08-27,CBE,Google Play,NEGATIVE,-0.0026962757110595703,0.0,NEUTRAL,NEGATIVE,-0.0026962757110595703,General Feedback
excited,5,2025-08-27,CBE,Google Play,POSITIVE,0.9997768998146057,0.34,POSITIVE,POSITIVE,0.9997768998146057,General Feedback
amizing,5,2025-08-26,CBE,Google Play,NEGATIVE,-0.011828005313873291,0.0,NEUTRAL,NEGATIVE,-0.011828005313873291,General Feedback
love it,5,2025-08-26,CBE,Google Play,POSITIVE,0.9998753070831299,0.6369,POSITIVE,POSITIVE,0.9998753070831299,General Feedback
yes it is v good,5,2025-08-26,CBE,Google Play,POSITIVE,0.9994988441467285,0.6808,POSITIVE,POSITIVE,0.9994988441467285,General Feedback
A great update in the Mobile Banking Application. Thanks for the System and customization department,5,2025-08-26,CBE,Google Play,POSITIVE,0.9994227886199951,0.7906,POSITIVE,POSITIVE,0.9994227886199951,UI/UX & Design
this app is smart.,5,2025-08-26,CBE,Google Play,POSITIVE,0.9998302459716797,0.4019,POSITIVE,POSITIVE,0.9998302459716797,General Feedback
I am happy,5,2025-08-26,CBE,Google Play,POSITIVE,0.9998801946640015,0.5719,POSITIVE,POSITIVE,0.9998801946640015,General Feedback
good,5,2025-08-26,CBE,Google Play,POSITIVE,0.9998161196708679,0.4404,POSITIVE,POSITIVE,0.9998161196708679,General Feedback
Still I have not face critical problems sometimes delay to open,4,2025-08-26,CBE,Google Play,POSITIVE,0.9847297072410583,0.2311,POSITIVE,POSITIVE,0.9847297072410583,Transaction Performance
excellent,5,2025-08-26,CBE,Google Play,POSITIVE,0.9998434782028198,0.5719,POSITIVE,POSITIVE,0.9998434782028198,General Feedback
ጤና ከድረ,5,2025-08-25,CBE,Google Play,NEGATIVE,-0.2149408459663391,0.0,NEUTRAL,NEGATIVE,-0.2149408459663391,General Feedback
The connection between bank and the app is lag relationship this must be corrected.,4,2025-08-25,CBE,Google Play,NEGATIVE,-0.0004184842109680176,-0.34,NEGATIVE,NEGATIVE,-0.0004184842109680176,General Feedback
I have forgotten mobail banking password,5,2025-08-25,CBE,Google Play,NEGATIVE,-0.005672276020050049,-0.2263,NEGATIVE,NEGATIVE,-0.005672276020050049,Account Access & Security
nice app,5,2025-08-25,CBE,Google Play,POSITIVE,0.9998061060905457,0.4215,POSITIVE,POSITIVE,0.9998061060905457,General Feedback
Thank you,5,2025-08-25,CBE,Google Play,POSITIVE,0.9998352527618408,0.3612,POSITIVE,POSITIVE,0.9998352527618408,General Feedback
muktaar Abraahim,5,2025-08-25,CBE,Google Play,NEGATIVE,-0.054191768169403076,0.0,NEUTRAL,NEGATIVE,-0.054191768169403076,General Feedback
🤞Good One,5,2025-08-24,CBE,Google Play,POSITIVE,0.8484406471252441,0.0,NEUTRAL,POSITIVE,0.8484406471252441,General Feedback
why does it say change pin to 6 digits is that right?,4,2025-08-24,CBE,Google Play,NEGATIVE,-0.006888151168823242,0.0,NEUTRAL,NEGATIVE,-0.006888151168823242,General Feedback
One of the worst mobile banking apps in Ethiopia. You can't access your txn record for more than 2 weeks.,1,2025-08-24,CBE,Google Play,NEGATIVE,-0.00027173757553100586,-0.6249,NEGATIVE,NEGATIVE,-0.00027173757553100586,Account Access & Security
i like it and aprshat.,4,2025-08-23,CBE,Google Play,POSITIVE,0.999653697013855,0.3612,POSITIVE,POSITIVE,0.999653697013855,General Feedback
good,4,2025-08-23,CBE,Google Play,POSITIVE,0.9998161196708679,0.4404,POSITIVE,POSITIVE,0.9998161196708679,General Feedback
"The app has some issues I updated recently and now I am not able to send funds to my telebirr wallet, also we need to have a place we save our contacts where we usually send money to, after update I keep loosing all the important accounts.",4,2025-08-23,CBE,Google Play,NEGATIVE,-0.0005366206169128418,0.6124,POSITIVE,NEGATIVE,-0.0005366206169128418,Transaction Performance
best app and easy to use,5,2025-08-23,CBE,Google Play,POSITIVE,0.9996281862258911,0.7964,POSITIVE,POSITIVE,0.9996281862258911,UI/UX & Design
doesn't work unless with data doesn't refresh fast other wise functions ok but after the update transferring to telebirr is not working,2,2025-08-23,CBE,Google Play,NEGATIVE,-0.0009815692901611328,0.3919,POSITIVE,NEGATIVE,-0.0009815692901611328,Transaction Performance
List of transactions can't load over months and years..,1,2025-08-23,CBE,Google Play,POSITIVE,0.690601646900177,0.0,NEUTRAL,POSITIVE,0.690601646900177,Transaction Performance
transferring money to telebirr is not working,1,2025-08-23,CBE,Google Play,NEGATIVE,-0.00021225214004516602,0.0,NEUTRAL,NEGATIVE,-0.00021225214004516602,Transaction Performance
I don't Like this app and there service fee is highl,5,2025-08-23,CBE,Google Play,NEGATIVE,-0.005697727203369141,-0.2755,NEGATIVE,NEGATIVE,-0.005697727203369141,General Feedback
አዲሱ Update ጥሩ አይደለም. Update ካደረግኩት በኋላ ከዚህ በፊት ስላላክባቸው የነበሩትን Save አድርጎ ይዞት የነበረውን ሁሉንም የሰዎች አካውንቶች አጥፍቶብኛል.,2,2025-08-23,CBE,Google Play,NEGATIVE,-0.012744426727294922,0.4939,POSITIVE,NEGATIVE,-0.012744426727294922,UI/UX & Design
good,5,2025-08-23,CBE,Google Play,POSITIVE,0.9998161196708679,0.4404,POSITIVE,POSITIVE,0.9998161196708679,General Feedback
this application do not show over all transaction history,3,2025-08-23,CBE,Google Play,NEGATIVE,-0.000980377197265625,0.0,NEUTRAL,NEGATIVE,-0.000980377197265625,General Feedback
this app is very nice but statment history is very shiort atlist add 15 days,4,2025-08-23,CBE,Google Play,NEGATIVE,-0.02248150110244751,0.2609,POSITIVE,NEGATIVE,-0.02248150110244751,General Feedback
"This app stooped working after i updated it. It says change password and i did, but it doesn't open with the new password. I don't like it.",1,2025-08-23,CBE,Google Play,NEGATIVE,-0.0005115270614624023,-0.395,NEGATIVE,NEGATIVE,-0.0005115270614624023,UI/UX & Design
best and secured application,5,2025-08-23,CBE,Google Play,POSITIVE,0.9997896552085876,0.7845,POSITIVE,POSITIVE,0.9997896552085876,General Feedback
This application is excellent .,5,2025-08-22,CBE,Google Play,POSITIVE,0.9998652935028076,0.5719,POSITIVE,POSITIVE,0.9998652935028076,General Feedback
"The new update is very bugged. can't view the names of account holders I previously had transactions with, and more recently, its almost impossible to load money to telebirr, always says unable to connect...please fix asap",1,2025-08-22,CBE,Google Play,NEGATIVE,-0.00026303529739379883,0.0,NEUTRAL,NEGATIVE,-0.00026303529739379883,Transaction Performance
very good,5,2025-08-22,CBE,Google Play,POSITIVE,0.9998520612716675,0.4927,POSITIVE,POSITIVE,0.9998520612716675,General Feedback
Thise App is Great,5,2025-08-22,CBE,Google Play,POSITIVE,0.9997069239616394,0.6249,POSITIVE,POSITIVE,0.9997069239616394,General Feedback
አፕሊኬሽኑን አብዴት ካደረኩት በኋላ የሚስጥር ቁጥር አጭር ስለሆነ ቀይር ብሎኝ ለሶስት ቀናት ብሞክር unable to connect the server ከማለቱም በላይ አፕሊካሽኑ እየሰራልኝ አይደለም🙏🙏,1,2025-08-22,CBE,Google Play,NEGATIVE,-0.0005040168762207031,0.0,NEUTRAL,NEGATIVE,-0.0005040168762207031,General Feedback
"I love this app. really, but with some downsides too. Screenshot is mandatory after every transaction as to me, I need screenshots not downloaded recipient. It would be even better if transaction history is available via this app for months that we can access directly or via calender ways. Thanks.",4,2025-08-22,CBE,Google Play,NEGATIVE,-0.013285696506500244,0.8945,POSITIVE,NEGATIVE,-0.013285696506500244,Transaction Performance
👍,5,2025-08-22,CBE,Google Play,NEGATIVE,-0.30294370651245117,0.0,NEUTRAL,NEGATIVE,-0.30294370651245117,General Feedback
it is good app,5,2025-08-22,CBE,Google Play,POSITIVE,0.9998652935028076,0.4404,POSITIVE,POSITIVE,0.9998652935028076,General Feedback
very good,5,2025-08-22,CBE,Google Play,POSITIVE,0.9998520612716675,0.4927,POSITIVE,POSITIVE,0.9998520612716675,General Feedback
good and always try to make new updats 🙏👍,5,2025-08-22,CBE,Google Play,POSITIVE,0.9997432827949524,0.4404,POSITIVE,POSITIVE,0.9997432827949524,General Feedback
"I use the Commercial Bank of Ethiopia mobile app, and it’s fantastic! The interface is user-friendly, making it easy to check balances and transfer money. I love the bill payment feature, and the security measures give me peace of mind. Overall, it’s a reliable app that has simplified my banking experience. Highly recommend!",5,2025-08-22,CBE,Google Play,POSITIVE,0.9998327493667603,0.9637,POSITIVE,POSITIVE,0.9998327493667603,Transaction Performance
i don' want,5,2025-08-22,CBE,Google Play,NEGATIVE,-0.006450951099395752,0.0772,POSITIVE,NEGATIVE,-0.006450951099395752,General Feedback
"it's very nice simple and convenient app! but I have only one comment on double verifications after the finger prints. even thought its good for makin' it more secure, Its not neccessary to double verify after the finger print verification. no need to verify by pin again. thank you!",5,2025-08-22,CBE,Google Play,NEGATIVE,-0.22827857732772827,0.8878,POSITIVE,NEGATIVE,-0.22827857732772827,Account Access & Security
one of the best,5,2025-08-22,CBE,Google Play,POSITIVE,0.9998641014099121,0.6369,POSITIVE,POSITIVE,0.9998641014099121,General Feedback
"why is it every time the app is updated history of previous account numbers keeps missing , WHY??",1,2025-08-21,CBE,Google Play,NEGATIVE,-0.0005167722702026367,-0.3736,NEGATIVE,NEGATIVE,-0.0005167722702026367,UI/UX & Design
You guys charge way to much when we transfer money from CBE to Telebirr via this app,3,2025-08-21,CBE,Google Play,NEGATIVE,-0.007818460464477539,0.0,NEUTRAL,NEGATIVE,-0.007818460464477539,Transaction Performance
good,5,2025-08-21,CBE,Google Play,POSITIVE,0.9998161196708679,0.4404,POSITIVE,POSITIVE,0.9998161196708679,General Feedback
not bad apk,1,2025-08-21,CBE,Google Play,POSITIVE,0.9990298748016357,0.431,POSITIVE,POSITIVE,0.9990298748016357,General Feedback
ok,5,2025-08-21,CBE,Google Play,POSITIVE,0.9997851252555847,0.296,POSITIVE,POSITIVE,0.9997851252555847,General Feedback
yes these app is so good for our saving and marketing system go ETHIOPIA GO!!!,5,2025-08-21,CBE,Google Play,POSITIVE,0.9989866614341736,0.8083,POSITIVE,POSITIVE,0.9989866614341736,General Feedback
best mobile banking App that have seen .,5,2025-08-21,CBE,Google Play,POSITIVE,0.9996659755706787,0.6369,POSITIVE,POSITIVE,0.9996659755706787,General Feedback
It's very helpful apps,5,2025-08-21,CBE,Google Play,POSITIVE,0.9997400641441345,0.4754,POSITIVE,POSITIVE,0.9997400641441345,General Feedback
Every major update means you have to go back to Ethiopia to make the app work. In 2025?,2,2025-08-21,CBE,Google Play,NEGATIVE,-0.011875271797180176,0.0,NEUTRAL,NEGATIVE,-0.011875271797180176,UI/UX & Design
"Unable to connect, pls. Improve the system",5,2025-08-20,CBE,Google Play,NEGATIVE,-0.00047206878662109375,0.4939,POSITIVE,NEGATIVE,-0.00047206878662109375,General Feedback
well app,5,2025-08-20,CBE,Google Play,POSITIVE,0.9993765950202942,0.2732,POSITIVE,POSITIVE,0.9993765950202942,General Feedback
"Smart service But, your service charge is too high",5,2025-08-20,CBE,Google Play,NEGATIVE,-0.0029127001762390137,0.2144,POSITIVE,NEGATIVE,-0.0029127001762390137,General Feedback
perfect 👌 keep,5,2025-08-20,CBE,Google Play,POSITIVE,0.99981290102005,0.5719,POSITIVE,POSITIVE,0.99981290102005,General Feedback
"እባካችሁ አፑ ጥሩ ነው ነገር ግን በፈለግነው ጊዜና ሰአት መጠቀም አልቻልንም ኔትዎርክ እያለ እንኳ እያስጠቀመን አይደለም""""",2,2025-08-20,CBE,Google Play,NEGATIVE,-0.05191612243652344,0.0,NEUTRAL,NEGATIVE,-0.05191612243652344,General Feedback
ok,5,2025-08-20,CBE,Google Play,POSITIVE,0.9997851252555847,0.296,POSITIVE,POSITIVE,0.9997851252555847,General Feedback
nice app,5,2025-08-20,CBE,Google Play,POSITIVE,0.9998061060905457,0.4215,POSITIVE,POSITIVE,0.9998061060905457,General Feedback
excellent plus,5,2025-08-20,CBE,Google Play,POSITIVE,0.9998642206192017,0.5719,POSITIVE,POSITIVE,0.9998642206192017,General Feedback
Would be great if it displays service fees before proceeding with transaction.,4,2025-08-20,CBE,Google Play,NEGATIVE,-0.001613616943359375,0.6249,POSITIVE,NEGATIVE,-0.001613616943359375,General Feedback
so disappointing :((,1,2025-08-20,CBE,Google Play,NEGATIVE,-0.00018781423568725586,-0.5413,NEGATIVE,NEGATIVE,-0.00018781423568725586,General Feedback
what nice app i never usedyet,4,2025-08-20,CBE,Google Play,POSITIVE,0.9993265867233276,0.4215,POSITIVE,POSITIVE,0.9993265867233276,General Feedback
Excellent,5,2025-08-20,CBE,Google Play,POSITIVE,0.9998434782028198,0.5719,POSITIVE,POSITIVE,0.9998434782028198,General Feedback
ke gizew ga emihed astemamagn metegberya,1,2025-08-20,CBE,Google Play,NEGATIVE,-0.22062498331069946,0.0,NEUTRAL,NEGATIVE,-0.22062498331069946,General Feedback
"this app is pretty good. The recent one was the nicest. however after the update, it restricts me from taking a screenshot. i would be happy if you remove screenshots restriction policy from this app. why I gave it five stars was because of the past performances of this app. keep in mind to remove the screenshot restriction policy from this app. and also it has no self authorizations. once uninstalled it needs extra sim cards and wants to visit nearby banks in person.",5,2025-08-20,CBE,Google Play,NEGATIVE,-0.028822720050811768,0.743,POSITIVE,NEGATIVE,-0.028822720050811768,UI/UX & Design
Send money for some account but don't reserved Ball,5,2025-08-20,CBE,Google Play,NEGATIVE,-0.030524253845214844,0.0,NEUTRAL,NEGATIVE,-0.030524253845214844,Transaction Performance
very good🙏🙏,5,2025-08-19,CBE,Google Play,POSITIVE,0.8243634700775146,0.0,NEUTRAL,POSITIVE,0.8243634700775146,General Feedback
good,1,2025-08-19,CBE,Google Play,POSITIVE,0.9998161196708679,0.4404,POSITIVE,POSITIVE,0.9998161196708679,General Feedback
good,5,2025-08-19,CBE,Google Play,POSITIVE,0.9998161196708679,0.4404,POSITIVE,POSITIVE,0.9998161196708679,General Feedback
I recognized thank you,5,2025-08-19,CBE,Google Play,POSITIVE,0.9998434782028198,0.3612,POSITIVE,POSITIVE,0.9998434782028198,General Feedback
Best feature!!,5,2025-08-19,CBE,Google Play,POSITIVE,0.9998444318771362,0.6988,POSITIVE,POSITIVE,0.9998444318771362,General Feedback
the saved account totally removed ..why????????,1,2025-08-19,CBE,Google Play,NEGATIVE,-0.0002631545066833496,0.5803,POSITIVE,NEGATIVE,-0.0002631545066833496,General Feedback
good bank Ethiopian very nic,5,2025-08-18,CBE,Google Play,POSITIVE,0.9994763731956482,0.4404,POSITIVE,POSITIVE,0.9994763731956482,General Feedback
this good app but screenshot must enable,4,2025-08-18,CBE,Google Play,POSITIVE,0.9907084703445435,0.2382,POSITIVE,POSITIVE,0.9907084703445435,General Feedback
በፊት ብር ትራንስፈር የተደረገባቸዉን አካዉንቶች remove አርጓል የሚያናድድ update ነው ::,1,2025-08-18,CBE,Google Play,NEGATIVE,-0.013412773609161377,0.0,NEUTRAL,NEGATIVE,-0.013412773609161377,UI/UX & Design
Good,4,2025-08-18,CBE,Google Play,POSITIVE,0.9998161196708679,0.4404,POSITIVE,POSITIVE,0.9998161196708679,General Feedback
Best app,5,2025-08-18,CBE,Google Play,POSITIVE,0.999686598777771,0.6369,POSITIVE,POSITIVE,0.999686598777771,General Feedback
change mobile banking CBE,5,2025-08-18,CBE,Google Play,POSITIVE,0.5821424126625061,0.0,NEUTRAL,POSITIVE,0.5821424126625061,General Feedback
The process of updating is not functioning easily. Installing is easy than updating. Screenshot should not be prevented. it is an instant evidence needed for some transactions.,2,2025-08-18,CBE,Google Play,NEGATIVE,-0.24765503406524658,0.1999,POSITIVE,NEGATIVE,-0.24765503406524658,General Feedback
Adisi Deti,5,2025-08-17,CBE,Google Play,POSITIVE,0.7580509185791016,0.0,NEUTRAL,POSITIVE,0.7580509185791016,General Feedback
good,5,2025-08-17,CBE,Google Play,POSITIVE,0.9998161196708679,0.4404,POSITIVE,POSITIVE,0.9998161196708679,General Feedback
this app is the good apps,5,2025-08-17,CBE,Google Play,POSITIVE,0.999853253364563,0.4404,POSITIVE,POSITIVE,0.999853253364563,General Feedback
አሪፋ ነዉ ነገር ግን Recent Transaction በጣም የቆየዉን ነዉ የሚያሳይ Evene refresh ሁሉ ሲደረግ ትክክለኛ የቅርብ Transaction አያሳይም። Please አስተካክሉት,2,2025-08-15,CBE,Google Play,NEGATIVE,-0.04730707406997681,0.3182,POSITIVE,NEGATIVE,-0.04730707406997681,General Feedback
congra ethio,5,2025-08-15,CBE,Google Play,POSITIVE,0.9800974726676941,0.0,NEUTRAL,POSITIVE,0.9800974726676941,General Feedback
እንዲሁ ነው የሰተኋችሁ ለሞራል,5,2025-08-15,CBE,Google Play,NEGATIVE,-0.1383669376373291,0.0,NEUTRAL,NEGATIVE,-0.1383669376373291,General Feedback
nice,3,2025-08-14,CBE,Google Play,POSITIVE,0.9998552799224854,0.4215,POSITIVE,POSITIVE,0.9998552799224854,General Feedback
I don't think it is compatible with the new android version 16 it fails to open. Please update it or find a solution.,1,2025-08-14,CBE,Google Play,NEGATIVE,-0.0002251267433166504,0.2023,POSITIVE,NEGATIVE,-0.0002251267433166504,UI/UX & Design
"ohhhh🤦 you must upgrade transferring problem. most of time, when transfer from CBE mobile banking to tele birr account, always suspending for 3 to 5 days 🤔. please try to fix it 🙏",2,2025-08-14,CBE,Google Play,NEGATIVE,-0.002538323402404785,-0.1027,NEGATIVE,NEGATIVE,-0.002538323402404785,Transaction Performance
this APK Best for most of people,5,2025-08-13,CBE,Google Play,POSITIVE,0.9989105463027954,0.6369,POSITIVE,POSITIVE,0.9989105463027954,General Feedback
good keep it up,5,2025-08-13,CBE,Google Play,POSITIVE,0.9998568296432495,0.4404,POSITIVE,POSITIVE,0.9998568296432495,General Feedback
very nice app,5,2025-08-12,CBE,Google Play,POSITIVE,0.9998562335968018,0.4754,POSITIVE,POSITIVE,0.9998562335968018,General Feedback
Most of the time either the app or *889# don't work,2,2025-08-12,CBE,Google Play,NEGATIVE,-0.00039845705032348633,0.0,NEUTRAL,NEGATIVE,-0.00039845705032348633,General Feedback
cbe. noor,2,2025-08-12,CBE,Google Play,POSITIVE,0.7760311961174011,0.0,NEUTRAL,POSITIVE,0.7760311961174011,General Feedback
why this app is logging in while your device is not connected to internet ... is it appropriate ?... and it isnt exposed to hucking or malicious activity?,1,2025-08-12,CBE,Google Play,NEGATIVE,-0.008758962154388428,0.1486,POSITIVE,NEGATIVE,-0.008758962154388428,General Feedback
nice,5,2025-08-12,CBE,Google Play,POSITIVE,0.9998552799224854,0.4215,POSITIVE,POSITIVE,0.9998552799224854,General Feedback
በጣም አሪፍ ነው በርቱልን,5,2025-08-12,CBE,Google Play,NEGATIVE,-0.1383669376373291,0.0,NEUTRAL,NEGATIVE,-0.1383669376373291,General Feedback
this is so good,5,2025-08-11,CBE,Google Play,POSITIVE,0.9998397827148438,0.5777,POSITIVE,POSITIVE,0.9998397827148438,General Feedback
very good,5,2025-08-11,CBE,Google Play,POSITIVE,0.9998520612716675,0.4927,POSITIVE,POSITIVE,0.9998520612716675,General Feedback
❤❤❤❤❤😂,5,2025-08-10,CBE,Google Play,NEGATIVE,-0.30294370651245117,0.0,NEUTRAL,NEGATIVE,-0.30294370651245117,General Feedback
Very interesting 🤔,5,2025-08-10,CBE,Google Play,POSITIVE,0.9997901320457458,0.4576,POSITIVE,POSITIVE,0.9997901320457458,General Feedback
very good app 👍👍👍 time saving and more accurate,5,2025-08-09,CBE,Google Play,POSITIVE,0.9997368454933167,0.4927,POSITIVE,POSITIVE,0.9997368454933167,General Feedback
"i like your app to order ATM card through it, i get it new on your app",5,2025-08-09,CBE,Google Play,POSITIVE,0.8364071249961853,0.3612,POSITIVE,POSITIVE,0.8364071249961853,General Feedback
very bad app,1,2025-08-09,CBE,Google Play,NEGATIVE,-0.0002231001853942871,-0.5849,NEGATIVE,NEGATIVE,-0.0002231001853942871,General Feedback
good 👍,5,2025-08-09,CBE,Google Play,POSITIVE,0.9998576641082764,0.4404,POSITIVE,POSITIVE,0.9998576641082764,General Feedback
good,5,2025-08-09,CBE,Google Play,POSITIVE,0.9998161196708679,0.4404,POSITIVE,POSITIVE,0.9998161196708679,General Feedback
very nice app,5,2025-08-09,CBE,Google Play,POSITIVE,0.9998562335968018,0.4754,POSITIVE,POSITIVE,0.9998562335968018,General Feedback
good app,5,2025-08-09,CBE,Google Play,POSITIVE,0.9998493194580078,0.4404,POSITIVE,POSITIVE,0.9998493194580078,General Feedback
it is the best transferring AP,5,2025-08-08,CBE,Google Play,POSITIVE,0.999705970287323,0.6369,POSITIVE,POSITIVE,0.999705970287323,Transaction Performance
it's good but add some more please,3,2025-08-08,CBE,Google Play,POSITIVE,0.9998283386230469,0.653,POSITIVE,POSITIVE,0.9998283386230469,General Feedback
best servis app,4,2025-08-07,CBE,Google Play,POSITIVE,0.9994334578514099,0.6369,POSITIVE,POSITIVE,0.9994334578514099,General Feedback
very useful to use it from any where in the world !,5,2025-08-07,CBE,Google Play,POSITIVE,0.996921956539154,0.54,POSITIVE,POSITIVE,0.996921956539154,General Feedback
ok,5,2025-08-07,CBE,Google Play,POSITIVE,0.9997851252555847,0.296,POSITIVE,POSITIVE,0.9997851252555847,General Feedback
it very good but why block the screen shoot,5,2025-08-07,CBE,Google Play,NEGATIVE,-0.004558086395263672,-0.7053,NEGATIVE,NEGATIVE,-0.004558086395263672,General Feedback
Good app,5,2025-08-07,CBE,Google Play,POSITIVE,0.9998493194580078,0.4404,POSITIVE,POSITIVE,0.9998493194580078,General Feedback
"the most disgusting app,",1,2025-08-07,CBE,Google Play,NEGATIVE,-0.0023593902587890625,-0.5709,NEGATIVE,NEGATIVE,-0.0023593902587890625,General Feedback
ብዙ የሚቀሩ ነገሮ አሉ ለምሳሌ አንድ ሰው ወደ ቴሌ ብር ሲልክ ግዴታ አካካውንት የከፈተበት ስልክ መሆን አይጠበቅበትም እና ሲስተሙ የበለጠ አዘምኑት ሰው ባንክ ሲመጣ የፈጠነ ማስተናገድ ወደ ቅርንጫፍ ሲመጣ እዛም አካውንት እዚም አካውንት መከፈት የለበትም እንዲ ሲሆን ደንበኛ ይሸሻል ሌላው ደሞ የሰራተኞቹን ልብስ ቀይሩት እውነት ለመናገር ቀቤር አስፈፃሚ ነው ሚመስሉት የቀረውን እናንተ መርምራቹ አስተካክሉት አመሰግናለሁ,3,2025-08-07,CBE,Google Play,NEGATIVE,-0.035759687423706055,0.0,NEUTRAL,NEGATIVE,-0.035759687423706055,General Feedback
👍,5,2025-08-07,CBE,Google Play,NEGATIVE,-0.30294370651245117,0.0,NEUTRAL,NEGATIVE,-0.30294370651245117,General Feedback
good app,4,2025-08-06,CBE,Google Play,POSITIVE,0.9998493194580078,0.4404,POSITIVE,POSITIVE,0.9998493194580078,General Feedback
"unexpected anomalies, unreliable as fintec app",2,2025-08-05,CBE,Google Play,NEGATIVE,-0.008242785930633545,0.0,NEUTRAL,NEGATIVE,-0.008242785930633545,General Feedback
best one,5,2025-08-05,CBE,Google Play,POSITIVE,0.999826967716217,0.6369,POSITIVE,POSITIVE,0.999826967716217,General Feedback
awesome,5,2025-08-05,CBE,Google Play,POSITIVE,0.9998682737350464,0.6249,POSITIVE,POSITIVE,0.9998682737350464,General Feedback
so good,5,2025-08-04,CBE,Google Play,POSITIVE,0.999841570854187,0.4927,POSITIVE,POSITIVE,0.999841570854187,General Feedback
worst experience,1,2025-08-04,CBE,Google Play,NEGATIVE,-0.00019723176956176758,-0.6249,NEGATIVE,NEGATIVE,-0.00019723176956176758,General Feedback
The 1st one is CBE,5,2025-08-04,CBE,Google Play,POSITIVE,0.9928787350654602,0.0,NEUTRAL,POSITIVE,0.9928787350654602,General Feedback
excellent,5,2025-08-04,CBE,Google Play,POSITIVE,0.9998434782028198,0.5719,POSITIVE,POSITIVE,0.9998434782028198,General Feedback
nice,5,2025-08-04,CBE,Google Play,POSITIVE,0.9998552799224854,0.4215,POSITIVE,POSITIVE,0.9998552799224854,General Feedback
ok,1,2025-08-04,CBE,Google Play,POSITIVE,0.9997851252555847,0.296,POSITIVE,POSITIVE,0.9997851252555847,General Feedback
Make the reason we wrote visible on app transaction.,2,2025-12-01,BOA,Google Play,NEGATIVE,-0.028827309608459473,0.0,NEUTRAL,NEGATIVE,-0.028827309608459473,General Feedback
app is note active working crash,1,2025-11-30,BOA,Google Play,NEGATIVE,-0.15126186609268188,0.0,NEUTRAL,NEGATIVE,-0.15126186609268188,Bugs/Errors & Stability
🙏👍,5,2025-11-29,BOA,Google Play,NEGATIVE,-0.30294370651245117,0.0,NEUTRAL,NEGATIVE,-0.30294370651245117,General Feedback
Very Good,5,2025-11-28,BOA,Google Play,POSITIVE,0.9998520612716675,0.4927,POSITIVE,POSITIVE,0.9998520612716675,General Feedback
goof,5,2025-11-28,BOA,Google Play,NEGATIVE,-0.002472102642059326,0.0,NEUTRAL,NEGATIVE,-0.002472102642059326,General Feedback
good!,5,2025-11-28,BOA,Google Play,POSITIVE,0.9998268485069275,0.4926,POSITIVE,POSITIVE,0.9998268485069275,General Feedback
good jop,5,2025-11-27,BOA,Google Play,POSITIVE,0.9998409748077393,0.4404,POSITIVE,POSITIVE,0.9998409748077393,General Feedback
bad exprience...it is so crushed,1,2025-11-27,BOA,Google Play,NEGATIVE,-0.0001946091651916504,-0.7973,NEGATIVE,NEGATIVE,-0.0001946091651916504,General Feedback
not user friendly at all it requires a huge connectivity and also lags many times 😑😑😑,1,2025-11-26,BOA,Google Play,NEGATIVE,-0.00023430585861206055,-0.4268,NEGATIVE,NEGATIVE,-0.00023430585861206055,UI/UX & Design
ምንም የማይ ሰራ,1,2025-11-26,BOA,Google Play,NEGATIVE,-0.1662745475769043,0.0,NEUTRAL,NEGATIVE,-0.1662745475769043,General Feedback
very good,5,2025-11-25,BOA,Google Play,POSITIVE,0.9998520612716675,0.4927,POSITIVE,POSITIVE,0.9998520612716675,General Feedback
most of the time is not working properly,1,2025-11-25,BOA,Google Play,NEGATIVE,-0.00023633241653442383,0.0,NEUTRAL,NEGATIVE,-0.00023633241653442383,Bugs/Errors & Stability
good service,5,2025-11-25,BOA,Google Play,POSITIVE,0.9998499155044556,0.4404,POSITIVE,POSITIVE,0.9998499155044556,General Feedback
not use for me,3,2025-11-23,BOA,Google Play,NEGATIVE,-0.004626095294952393,0.0,NEUTRAL,NEGATIVE,-0.004626095294952393,General Feedback
It keeps notifying me to disable developer options and quiet while I'm not enabled. always bring another type of problem with new updates.,1,2025-11-22,BOA,Google Play,NEGATIVE,-0.0031673312187194824,-0.4019,NEGATIVE,NEGATIVE,-0.0031673312187194824,UI/UX & Design
waw,5,2025-11-21,BOA,Google Play,NEGATIVE,-0.2653828263282776,0.0,NEUTRAL,NEGATIVE,-0.2653828263282776,General Feedback
the lag is unbelievable when you need it the most this suks,1,2025-11-19,BOA,Google Play,NEGATIVE,-0.0016825199127197266,-0.1531,NEGATIVE,NEGATIVE,-0.0016825199127197266,General Feedback
I cant belive I could find the worst bank app ever .yet very simple to fix the problem and the company just ignored it. no body can do business with this kind of app.,1,2025-11-18,BOA,Google Play,NEGATIVE,-0.00030624866485595703,-0.8834,NEGATIVE,NEGATIVE,-0.00030624866485595703,Bugs/Errors & Stability
